classificacao,comentario
normal,"Sobre seu nariz, lembre do Egito... As pessoas acham mesmo que no Egito era constituído de pessoas brancas...( já ri tanto sobre isso...pelo amor dos deuses) apenas por causa das obras artísticas ( pinturas e esculturas). O nariz tirou praticamente o Egito da Africa, embranqueceram a história. <br /><br />Sempre escuto bobagens sobre meu nariz. Tipo negra falsa, moreninha, escurinha, morena cor de jambo e mais um monte de bobagens sem tamanho... :p  Na hora de me enxotar, humilhar, excluir não sou negra falsa. Sou negra mesmo!!! <br /><br />Não concordo com tudo do Afro e Afins, mas acredito que esse tipo de conteúdo deve estar na net sim, levantar o debate para que ele amadureça é a chave da conquista. :) <br /><br />Abraços, querida"
normal,MEU DEUS VC ME DÁ TANTAS AULASSSSSSSSS 
normal,Seus vídeos são aulas! obrigada! &lt;3
normal,"Três das principais utilidades da mulher negra durante o período de escravidão: a mulher forte, apta ao trabalho físico; A ama de leite, mãe preta dos filhos da Casagrande; e a escrava sexual. As pessoas esquecem há quão pouco tempo a escravidão acabou oficialmente."
normal,"As pessoas me consideram parda, mas não tenho parentes negros e quase nenhum sangue do mesmo. Meus avós paternos são árabes e meus maternos alemães. Então sou considerada por parte negra ou branca?"
normal,AMEI! VC SABE DEMAIS!!! <br />Estou mega inscrita aqui. bjs
normal,"E eu? que não tenho parentesco negro, e sim índio, me sobra pardo?"
normal,"No final de um documentário que assisti dizia &quot;nascer negro é consequência, ser negro é consciência!!!&quot;<br />Acho que essa frase se encaixa muito quando tu fala na linha entre &quot;ser branco ou negro&quot;..."
normal,"Tenho 30 anos e só recentemente reconheci o racismo. Antes, era pra mim algo que eu sabia que existia, mas que não estava perto de mim. Dos três mitos, o que me alcança é o &quot;só serve pra comer&quot;. Nunca namorei e enxergo bem isso."
normal,maravilhosa meu deus
normal,Entrei a pouco tempo em seu canal e to te considerando um dos melhores achados do youtube.<br />Maravilhoso
normal,"É besteira falar de estereótipo de qualquer coisa no Brasil. Somos todos misturados. Não preciso ser ou não ser negra pra lutar contra o racismo e qualquer tipo de discriminação. Na minha árvore genealógica tem negro, branco, índio. Se for assim o que eu sou? As pessoas precisam aceitar que o ser humano é muito mais diversificado do que o que conseguimos enxergar, e isso torna a existência humana maravilhosa. A diversidade. <br />Eu acredito que a história dos negros no Brasil (e no mundo) veio deturpando geração atrás de geração. Há um tempo atrás não era aceito casais interraciais ou outros absurdos. Estamos em constante evolução. Enfim, adorei o seu canal"
normal,"eu tenho a impressão de quando essa moça fala da pele dela ela auto se elogia, pois como ela mesmo diz &quot;sou uma negra de pele clara&quot; será q não é ela mesmo q se auto despreza, já q é ela tem pela clara, mas é negra"
normal,"Caraca, você me ensinou muitas coisas! Obrigada!"
racista,fala só merda em nega
normal,Fonte: Arial 12.<br /><br />Adoro esses vídeos de negras falando sobre a vida negra como uma ciência &lt;3 kkkkkkkkkkkkkkkkkkkkkkk<br /><br />mito = estereótipo.
normal,"Eu acho q não entendi direito, você quer ser negra ou não? E negro não é a cor da pele, ao invés de outros aspectos físicos? E qual a diferença na vida de alguém se ela fala q é parda ou negra de pele clara? (não interpretem mal meu comentário, não quero discriminar ninguém, realmente não entendi, se alguém me explicar agradeço)"
normal,Dá onde é sua blusa?
normal,"Embranquecimento é um meio que a sociedade em si negra  impôs para esconder o fato de  ter vergonha da cor da pele,oq não é vergonha nenhuma,pq nós levamos conosco oq nossos ancestrais passou por vários e vários anos que foi a rejeição,o preconceito,o escravismo,sim foi ruim, mas isso nos fez fortes pra encarar qualquer obstáculo,e merecemos igualdade,nunca me desrespeitaram verbalmente em relação a minha cor,mas eu via que me olhavam diferente olhar de desprezo,mas eu tenho q saber lidar com isso pq o preconceito sempre vai existir,triste..."
racista,"infelizmente a gente tem que perder tempo ouvindo essas asneiras, vai arrumar esse seu cabelo de bombril vai"
normal,Esse vídeo me fez  pensar. Muito. Cê abriu uma fresta  de luz na minha cabeça. Obrigada por isso 
normal,"ameei vídeo,n conhecia este termo COLORISMO."
normal,Muito bem explicado!! Muito obrigada!!!
normal,"Olá! Cheguei aqui por indicação de uma amiga. Gostei do video, so que tive uma dúvida. Se há diversos tons de negros, sendo todos negros, uns de pele clara outros de pele escura, há então brancos de vários tons? Existe brancos de pele escura?"
normal,"Nataly eu concordo contigo demais. Eu demorei um pouco para conseguir entender mais ou menos os teus pontos de vista porque na minha cabeça as coisas já estavam bem certinhas, sabe?<br />Vamos lá, queria discutir contigo uma coisa. Eu não sou negro. Indiscutivelmente, não sou. Meus pais são brancos, meus avós são brancos (apesar de eu ter tios mais escuros - e eu realmente não entender muito bem essa miscigenação toda), mas eu não sou branco. Não sou branco, sabe? Não me vejo branco, mas jamais poderia me dizer negro. Sou muito amarelado e o sol queima minha pele com extrema facilidade, mas eu não consigo me considerar branco exatamente por não me ver em nenhuma dessas características que são &quot;brancas&quot;, entende? Por exemplo, não fico vermelho com o sol. A minha pele é bastante sensível ao sol e eu tive que ter um cuidado excessivo com ela durante um período, e um rapaz MUITO branco da minha faculdade fez o seguinte comentário: &quot;Se você tá sofrendo com essa pele, imagina se fosse branco como eu&quot;. Então eu não consigo me ver em lugar algum, entende? Eu acho, sinceramente, que pardos existem. Porque a mistura de um branco com um negro pode gerar tanto um negro, tanto um branco, tanto alguém que não cabe em nenhum dos dois tons. Ou seria eu negro? Um negro me mataria se eu afirmasse isso, penso eu.<br />Enfim. Sei que você não é negrômetro hahah, eu só queria discutir a existência das misturas que não se encaixam de fato no negro claro."
normal,Tu é porreta mermã!
normal,"Ótimo vídeo Natály! Muito bom mesmo. continue fazendo esses vídeos sim, não abaixe a cabeça nunca e enquanto um de nós ainda não estiver &quot;liberto&quot;, nenhum estará e vumbora pra luta. Claro, é muito triste e frustante depois de um vídeo tão explicativo ver pessoas que continuam insistindo em comentários racistas e acharem no direito de opinar sobre a sua vida, achar que te conhece mais do que você mesma e assim dizer que você não é quem diz ser, NEGRA! sofri isso grande parte da minha vida e até hoje, dizendo que não sou negra... até hoje e as pessoas diziam em tom de elogio &quot;ah mas você nem é negra, é mulata... é morena... é da cor do pecado&quot;. Eu sei bem o que é isso e estou com você nessa luta! Queria muito te conhecer e trocar muitas ideias e te abraçar também hahaha. beijossss"
normal,"que vídeo sensacional, conheci vc no quadro da jout jout."
normal,muito muito muito muito booooom!
normal,gata demais &lt;3 maravilhosa !
normal,"Nataly, eu tenho muita dúvida sobre a minha cor. EU não sou branca e muito menos negra. Tenhos traços que misturados, mas mais indigena e brancos. Meu pai é pardo, segundo a classificação, porque ele é vermelho (bem índio) e eu tenho a cor dele. MAS as pessoas dizem que eu sou branca (acho que por causa dos traços) e eu sou exatamente da cor do meu pai. Não sei como me encaixar e me ver em algum padrão. Mas não me enxergo branca."
normal,"Olá! Tenho uma dúvida/comentário. Você não acha que as pessoas brancas também devem valorizar seus antepassados e raízes negras? Eu mesma vim de uma família que, por parte de mãe, são todos negros, e puxei da família do meu pai a pele branca. Dai, sempre fico atenta e observando essas discussões sobre racismo no Brasil, e me deparo muitas vezes com negros rebatendo comentários racistas tomando os antepassados negros como se fosse algo muito &quot;só deles&quot;, sendo que na verdade até o branquelo mais racista certamente também tem no DNA genes provindos do povo africano. Enfim, realmente gostaria de saber sua opinião sobre isso. (PS. Adoro seus vídeos, obrigada pelas informações que compartilha ❤️)"
normal,"Por que o youtube me recomenda esse tipo de vídeo? Meu Deus. Parem de mastigar e chorar o passado e façam alguma coisa para mudar o futuro. Ter ciência da história afro? Sim. Ter ciência de toda a dor que nossos ancestrais negros suportaram? Sim. Mas ficar dissertando isso continuamente e de forma contraditória, sem fazer nada para mudar o futuro não adianta nada. Querer ser reconhecido sem fazer por onde é irreal. A mídia é cruel com várias classes. Ignorem! Boicotem! Fim. Enquanto perdemos tempo chorando as idealizações de mulheres negras, tem uma branca estudando alemão e mandarim. (Fiquem a vontade para dissertar meu comentário, não me darei o trabalho de ler)"
normal,"Olá, conheci seu canal por causa da Jout Jout e gostei da forma como você explica essas questões sem parecer o famoso &quot;mimimi&quot; tão criticado.<br />Tenho uma dúvida sobre esse tema: minha família é, como a de muitos brasileiros, uma mistura danada. <br />Minha avó é bem índia e, quando casou com meu avô negro claro, teve filhos que parecem indianos, incluindo meu pai.<br />Minha mãe é branca amarelada, descendente de italianos e portugueses e um dos meus irmãos parece o Aladdin: feição de árabe, pele morena, mas facilmente &quot;desbotável&quot;.<br />Ele sempre se considerou &quot;pardo&quot; por isso, mas com toda essa questão fico na dúvida!<br />Existe o pardo? Alguém pode ser assim classificado? Ou é apenas mais uma forma de negar o negro?<br />Obrigada!"
normal,Gosto de ver seus vídeos para abrir meus olhos. Você é incrível!!
normal,Vc é maravilhosa querida! Parabens pelo seu trabalho! Não escute à ignorância! Seu chamado é claro e certo!
normal,"nossa, que vídeo maravilhoso"
normal,"Muito bom seu video, porque eu sempre me considerei parda. <br />Mas sempre ouvi &quot;você é branca&quot; quando eu nunca me vi como branca, mas tbm não me vejo como negra, eu me vejo ali naquele ponto morto da cor, sem definição. <br />Mas sempre ouço &quot;você é branca, alisa esse cabelo&quot; &quot;esse cabelo ruim&quot; &quot;vc era mais bonita de cabelo liso&quot;... <br /><br />enfim, muito bom seu video! &lt;3"
normal,Muito bom ! Sociologia estuda a sociedade como ela é  e não como gostaríamos que fosse. Isso é importante para transformação.
normal,"19 anos usando o termo pardo e nunca tinha percebido que é uma maneira de embranquecer, obrigada moça, sou negra SIM, e com amor."
normal,"Desculpa,  eu não entendi o mito da mãe negra, alguém me explica?"
normal,"Oi,  Nataly!  Te conheci através do vídeo com a Jout Jout e quis conhecer melhor seu conteúdo. O que mais me atraiu em vc foi o fato de vc falar coerentemente, com argumentos fortes e usando a lógica. Porém, fiquei chateada pois acabei de sofrer preconceito de vc. Sou militar, sou de direita e não seria capaz de te fazer uma grosseria. Não entendi porque ao contar sobre alguns comentários grosseiros que vc recebeu, vc afirmou que eram caras de direita... Eu nunca sofri preconceito de cor no Brasil, mas já sofri no exterior, e é horrível mesmo. Mas não é só o preconceito de cor que machuca. <br />Continuo seguindo sua página! Abs!"
normal,"Cara, primeiro video seu te assisto. JA TE ADORO"
normal,"par·do <br />(latim pardus, -i, leopardo)<br />adjetivo<br />1. De cor pouco definida, entre o amarelado, o acastanhado e o acinzentado (ex.: gata parda, papel pardo).<br />2. De cor intermédia entre o preto e o branco acinzentado (ex.: céu pardo). = ESCURO<br />3. [Figurado]  Que tem pouca dimensão, pouca intensidade ou pouca visibilidade (ex.: exibição parda, pardo desenvolvimento tecnológico, riso pardo). = DISCRETO<br />substantivo masculino<br />4. Cor pouco definida, geralmente escura, entre o amarelado, o acastanhado, o acinzentado e o preto.<br />5. Pessoa com cor de pele escura ou trigueira. = MULATO<br />6. [Regionalismo]  Pano grosseiro de lã de cor parda (ex.: .terno de pardo).<br />7. [Antigo]  O mesmo que leopardo.<br />8. [Antigo]  Parque, coutada.<br /><br />&quot;Pardo&quot;, in Dicionário Priberam da Língua Portuguesa [em linha], 2008-2013, <a href=""https://www.priberam.pt/DLPO/Pardo"">https://www.priberam.pt/DLPO/Pardo</a> [consultado em 14-03-2016]."
